component_name,correlation_r,abs_correlation,p_value
ecs_prompt_final_layer_per_head_layer_0_head_19,-0.19355,0.19355,0.00321
ecs_final_layer_per_head_layer_4_head_14,-0.19355,0.19355,0.00321
cas_alt_vs_current_layer_per_head_layer_27_head_2,-0.19354,0.19354,0.00321
cas_alt_vs_final_layer_per_head_layer_27_head_2,-0.19354,0.19354,0.00321
ecs_prompt_final_layer_per_head_layer_21_head_21,-0.19353,0.19353,0.00321
ecs_final_layer_per_head_layer_26_head_10,-0.19351,0.19351,0.00321
bos_attention_proportion_per_head_layer_10_head_17,0.19348,0.19348,0.00322
ecs_specific_layer_per_head_layer_4_head_23,-0.19345,0.19345,0.00322
cas_alt_vs_final_layer_per_head_layer_11_head_5,-0.19345,0.19345,0.00322
ecs_final_layer_per_head_layer_6_head_1,-0.19344,0.19344,0.00322
cas_alt_vs_final_layer_per_head_layer_11_head_8,-0.19342,0.19342,0.00323
ecs_final_layer_per_head_layer_1_head_0,-0.19339,0.19339,0.00323
ecs_final_layer_per_head_layer_15_head_23,-0.19337,0.19337,0.00324
ecs_final_layer_per_head_layer_21_head_5,-0.19335,0.19335,0.00324
cas_alt_vs_final_layer_per_head_layer_12_head_13,-0.19334,0.19334,0.00324
cas_alt_vs_final_layer_per_head_layer_6_head_5,-0.19327,0.19327,0.00325
cas_alt_vs_final_layer_per_head_layer_10_head_22,-0.19318,0.19318,0.00327
cas_alt_vs_current_layer_per_head_layer_11_head_21,0.19316,0.19316,0.00327
ecs_prompt_final_layer_per_head_layer_19_head_4,-0.19315,0.19315,0.00327
ecs_final_layer_per_head_layer_26_head_6,-0.19313,0.19313,0.00327
ecs_final_layer_per_head_layer_5_head_18,-0.19311,0.19311,0.00328
ecs_prompt_final_layer_per_head_layer_16_head_12,-0.19310,0.19310,0.00328
bos_attention_proportion_per_head_layer_16_head_16,0.19310,0.19310,0.00328
cas_alt_vs_final_layer_per_head_layer_21_head_6,-0.19309,0.19309,0.00328
cas_alt_vs_final_layer_per_head_layer_21_head_5,-0.19308,0.19308,0.00328
cas_alt_vs_final_layer_per_head_layer_24_head_8,-0.19307,0.19307,0.00328
ecs_final_layer_per_head_layer_18_head_22,-0.19305,0.19305,0.00329
cas_alt_vs_final_layer_per_head_layer_1_head_16,-0.19303,0.19303,0.00329
cas_alt_vs_final_layer_per_head_layer_19_head_11,-0.19298,0.19298,0.00330
ecs_final_layer_per_head_layer_3_head_8,-0.19295,0.19295,0.00330
cas_alt_vs_final_layer_per_head_layer_15_head_14,-0.19293,0.19293,0.00331
ecs_final_layer_per_head_layer_22_head_17,-0.19289,0.19289,0.00331
cas_alt_vs_final_layer_per_head_layer_19_head_19,-0.19288,0.19288,0.00332
cas_alt_vs_final_layer_per_head_layer_6_head_20,-0.19285,0.19285,0.00332
ecs_prompt_final_layer_per_head_layer_16_head_17,-0.19285,0.19285,0.00332
v_ffn_norm_per_layer_layer_2,0.19282,0.19282,0.00333
ecs_final_layer_per_head_layer_14_head_17,-0.19279,0.19279,0.00333
ecs_final_layer_per_head_layer_5_head_7,-0.19276,0.19276,0.00334
cos_sim_input_post_ffn_per_layer_layer_11,0.19272,0.19272,0.00334
cas_alt_vs_final_layer_per_head_layer_4_head_0,-0.19269,0.19269,0.00335
ecs_final_layer_per_head_layer_17_head_1,-0.19268,0.19268,0.00335
cas_alt_vs_final_layer_per_head_layer_23_head_6,-0.19267,0.19267,0.00335
ecs_prompt_final_layer_per_head_layer_2_head_15,-0.19265,0.19265,0.00335
cas_alt_vs_final_layer_per_head_layer_22_head_22,-0.19265,0.19265,0.00335
ecs_final_layer_per_head_layer_8_head_7,-0.19265,0.19265,0.00335
cas_alt_vs_final_layer_per_head_layer_0_head_23,-0.19264,0.19264,0.00336
ecs_final_layer_per_head_layer_21_head_23,-0.19264,0.19264,0.00336
cas_alt_vs_final_layer_per_head_layer_1_head_1,-0.19262,0.19262,0.00336
cas_alt_vs_final_layer_per_head_layer_9_head_7,-0.19260,0.19260,0.00336
ecs_final_layer_per_head_layer_14_head_14,-0.19257,0.19257,0.00337
ecs_final_layer_per_head_layer_10_head_14,-0.19256,0.19256,0.00337
ecs_final_layer_per_head_layer_24_head_7,-0.19256,0.19256,0.00337
cas_alt_vs_final_layer_per_head_layer_7_head_3,-0.19256,0.19256,0.00337
ecs_prompt_final_layer_per_head_layer_1_head_19,-0.19254,0.19254,0.00337
ecs_final_layer_per_head_layer_1_head_20,-0.19254,0.19254,0.00337
cas_alt_vs_final_layer_per_head_layer_22_head_3,-0.19252,0.19252,0.00338
ecs_final_layer_per_head_layer_10_head_1,-0.19250,0.19250,0.00338
ecs_final_layer_per_head_layer_5_head_13,-0.19247,0.19247,0.00338
ecs_final_layer_per_head_layer_24_head_2,-0.19245,0.19245,0.00339
cas_alt_vs_final_layer_per_head_layer_2_head_13,-0.19244,0.19244,0.00339
cas_alt_vs_final_layer_per_head_layer_15_head_13,-0.19244,0.19244,0.00339
cas_alt_vs_final_layer_per_head_layer_0_head_2,-0.19237,0.19237,0.00340
ecs_final_layer_per_head_layer_2_head_20,-0.19237,0.19237,0.00340
cas_alt_vs_current_layer_per_head_layer_27_head_10,-0.19237,0.19237,0.00340
cas_alt_vs_final_layer_per_head_layer_27_head_10,-0.19237,0.19237,0.00340
ecs_final_layer_per_head_layer_0_head_1,-0.19236,0.19236,0.00340
ecs_final_layer_per_head_layer_7_head_4,-0.19234,0.19234,0.00341
cas_alt_vs_final_layer_per_head_layer_20_head_2,-0.19230,0.19230,0.00341
ecs_final_layer_per_head_layer_0_head_18,-0.19229,0.19229,0.00341
cas_alt_vs_final_layer_per_head_layer_1_head_11,-0.19228,0.19228,0.00342
ecs_prompt_final_layer_per_head_layer_16_head_7,-0.19227,0.19227,0.00342
cas_alt_vs_final_layer_per_head_layer_22_head_19,-0.19225,0.19225,0.00342
cas_alt_vs_final_layer_per_head_layer_11_head_11,-0.19223,0.19223,0.00342
cas_alt_vs_final_layer_per_head_layer_21_head_13,-0.19222,0.19222,0.00343
ecs_prompt_final_layer_per_head_layer_4_head_8,-0.19222,0.19222,0.00343
cas_alt_vs_current_layer_per_head_layer_14_head_23,0.19220,0.19220,0.00343
cas_alt_vs_final_layer_per_head_layer_12_head_5,-0.19220,0.19220,0.00343
cas_alt_vs_final_layer_per_head_layer_1_head_7,-0.19220,0.19220,0.00343
ecs_final_layer_per_head_layer_18_head_3,-0.19220,0.19220,0.00343
ecs_final_layer_per_head_layer_22_head_7,-0.19209,0.19209,0.00345
bos_attention_proportion_per_head_layer_9_head_19,-0.19207,0.19207,0.00345
ecs_final_layer_per_head_layer_6_head_8,-0.19207,0.19207,0.00345
ecs_final_layer_per_head_layer_2_head_0,-0.19207,0.19207,0.00345
ecs_prompt_final_layer_per_head_layer_3_head_10,-0.19205,0.19205,0.00346
cas_alt_vs_final_layer_per_head_layer_8_head_7,-0.19202,0.19202,0.00346
bos_attention_proportion_per_head_layer_25_head_7,-0.19200,0.19200,0.00346
ecs_final_layer_per_head_layer_15_head_22,-0.19196,0.19196,0.00347
cas_alt_vs_final_layer_per_head_layer_3_head_18,-0.19192,0.19192,0.00348
cas_alt_vs_final_layer_per_head_layer_13_head_10,-0.19189,0.19189,0.00348
x_pre_ffn_norm_per_layer_layer_7,-0.19186,0.19186,0.00349
cas_alt_vs_final_layer_per_head_layer_22_head_8,-0.19186,0.19186,0.00349
ecs_final_layer_per_head_layer_12_head_22,-0.19185,0.19185,0.00349
cas_alt_vs_current_layer_per_head_layer_11_head_12,0.19183,0.19183,0.00349
cas_alt_vs_final_layer_per_head_layer_5_head_5,-0.19182,0.19182,0.00350
bos_attention_proportion_per_head_layer_3_head_13,0.19181,0.19181,0.00350
ecs_final_layer_per_head_layer_15_head_1,-0.19177,0.19177,0.00350
cas_alt_vs_final_layer_per_head_layer_4_head_20,-0.19177,0.19177,0.00350
ecs_final_layer_per_head_layer_2_head_12,-0.19177,0.19177,0.00350
ecs_final_layer_per_head_layer_14_head_20,-0.19173,0.19173,0.00351
cas_alt_vs_final_layer_per_head_layer_13_head_3,-0.19171,0.19171,0.00352
cas_alt_vs_final_layer_per_head_layer_17_head_22,-0.19170,0.19170,0.00352
bos_attention_proportion_per_head_layer_3_head_10,0.19167,0.19167,0.00352
cas_alt_vs_final_layer_per_head_layer_2_head_19,-0.19166,0.19166,0.00352
ecs_final_layer_per_head_layer_14_head_12,-0.19161,0.19161,0.00353
ecs_prompt_final_layer_per_head_layer_20_head_21,-0.19160,0.19160,0.00353
ecs_final_layer_per_head_layer_16_head_17,-0.19156,0.19156,0.00354
ecs_final_layer_per_head_layer_1_head_12,-0.19153,0.19153,0.00355
cas_alt_vs_final_layer_per_head_layer_22_head_0,-0.19152,0.19152,0.00355
cas_alt_vs_current_layer_per_head_layer_11_head_6,0.19151,0.19151,0.00355
ecs_prompt_final_layer_per_head_layer_19_head_16,-0.19145,0.19145,0.00356
ecs_final_layer_per_head_layer_22_head_1,-0.19145,0.19145,0.00356
cas_alt_vs_final_layer_per_head_layer_5_head_4,-0.19144,0.19144,0.00356
ecs_final_layer_per_head_layer_0_head_11,-0.19144,0.19144,0.00356
bos_attention_proportion_per_head_layer_23_head_3,0.19143,0.19143,0.00356
ecs_final_layer_per_head_layer_3_head_2,-0.19142,0.19142,0.00357
ecs_final_layer_per_head_layer_20_head_14,-0.19140,0.19140,0.00357
cas_alt_vs_final_layer_per_head_layer_4_head_19,-0.19138,0.19138,0.00357
ecs_prompt_specific_layer_per_head_layer_25_head_10,-0.19138,0.19138,0.00357
ecs_final_layer_per_head_layer_24_head_0,-0.19134,0.19134,0.00358
cas_alt_vs_final_layer_per_head_layer_12_head_19,-0.19132,0.19132,0.00358
cas_alt_vs_final_layer_per_head_layer_8_head_16,-0.19131,0.19131,0.00359
cas_alt_vs_final_layer_per_head_layer_13_head_18,-0.19123,0.19123,0.00360
cas_alt_vs_final_layer_per_head_layer_2_head_6,-0.19120,0.19120,0.00360
cas_alt_vs_final_layer_per_head_layer_1_head_20,-0.19119,0.19119,0.00361
ecs_prompt_final_layer_per_head_layer_12_head_6,-0.19118,0.19118,0.00361
ecs_final_layer_per_head_layer_23_head_5,-0.19116,0.19116,0.00361
cas_alt_vs_final_layer_per_head_layer_1_head_19,-0.19116,0.19116,0.00361
ecs_final_layer_per_head_layer_27_head_12,-0.19109,0.19109,0.00362
ecs_specific_layer_per_head_layer_27_head_12,-0.19109,0.19109,0.00362
ecs_prompt_specific_layer_per_head_layer_8_head_16,0.19108,0.19108,0.00363
cas_alt_vs_final_layer_per_head_layer_21_head_3,-0.19099,0.19099,0.00364
cas_alt_vs_final_layer_per_head_layer_5_head_22,-0.19099,0.19099,0.00364
cas_alt_vs_final_layer_per_head_layer_3_head_3,-0.19097,0.19097,0.00365
ecs_final_layer_per_head_layer_24_head_8,-0.19097,0.19097,0.00365
ecs_final_layer_per_head_layer_22_head_15,-0.19094,0.19094,0.00365
ecs_final_layer_per_head_layer_8_head_5,-0.19089,0.19089,0.00366
ecs_prompt_final_layer_per_head_layer_18_head_16,-0.19088,0.19088,0.00366
ecs_prompt_specific_layer_per_head_layer_3_head_20,0.19087,0.19087,0.00367
ecs_prompt_final_layer_per_head_layer_26_head_23,-0.19084,0.19084,0.00367
ecs_final_layer_per_head_layer_4_head_18,-0.19081,0.19081,0.00368
cas_alt_vs_final_layer_per_head_layer_0_head_16,-0.19081,0.19081,0.00368
cas_alt_vs_current_layer_per_head_layer_26_head_0,-0.19077,0.19077,0.00368
ecs_final_layer_per_head_layer_24_head_10,-0.19077,0.19077,0.00368
ecs_final_layer_per_head_layer_2_head_13,-0.19076,0.19076,0.00369
ecs_prompt_specific_layer_per_head_layer_6_head_2,0.19073,0.19073,0.00369
ecs_prompt_final_layer_per_head_layer_0_head_15,-0.19069,0.19069,0.00370
ecs_final_layer_per_head_layer_7_head_20,-0.19062,0.19062,0.00371
ecs_final_layer_per_head_layer_4_head_19,-0.19060,0.19060,0.00371
cas_alt_vs_current_layer_per_head_layer_11_head_2,0.19058,0.19058,0.00372
ecs_prompt_final_layer_per_head_layer_26_head_10,-0.19051,0.19051,0.00373
cas_alt_vs_final_layer_per_head_layer_19_head_17,-0.19044,0.19044,0.00374
ecs_final_layer_per_head_layer_22_head_8,-0.19042,0.19042,0.00375
ecs_final_layer_per_head_layer_4_head_16,-0.19042,0.19042,0.00375
cas_alt_vs_final_layer_per_head_layer_15_head_8,-0.19041,0.19041,0.00375
ecs_final_layer_per_head_layer_10_head_2,-0.19039,0.19039,0.00375
ecs_final_layer_per_head_layer_22_head_18,-0.19039,0.19039,0.00375
ecs_prompt_final_layer_per_head_layer_13_head_21,-0.19037,0.19037,0.00376
ecs_final_layer_per_head_layer_17_head_12,-0.19036,0.19036,0.00376
cas_alt_vs_final_layer_per_head_layer_4_head_2,-0.19035,0.19035,0.00376
cas_alt_vs_final_layer_per_head_layer_11_head_16,-0.19032,0.19032,0.00377
ecs_final_layer_per_head_layer_21_head_18,-0.19029,0.19029,0.00377
ecs_prompt_specific_layer_per_head_layer_5_head_6,0.19025,0.19025,0.00378
ecs_prompt_specific_layer_per_head_layer_26_head_12,-0.19025,0.19025,0.00378
ecs_prompt_specific_layer_per_head_layer_7_head_14,0.19020,0.19020,0.00379
ecs_final_layer_per_head_layer_25_head_3,-0.19017,0.19017,0.00379
ecs_final_layer_per_head_layer_1_head_1,-0.19016,0.19016,0.00380
cas_alt_vs_final_layer_per_head_layer_17_head_16,-0.19010,0.19010,0.00381
cas_alt_vs_final_layer_per_head_layer_14_head_22,-0.19009,0.19009,0.00381
cas_alt_vs_final_layer_per_head_layer_1_head_0,-0.19009,0.19009,0.00381
cas_alt_vs_final_layer_per_head_layer_9_head_20,-0.19004,0.19004,0.00382
ecs_final_layer_per_head_layer_16_head_16,-0.19002,0.19002,0.00382
cas_alt_vs_current_layer_per_head_layer_11_head_13,0.18995,0.18995,0.00384
cas_alt_vs_final_layer_per_head_layer_14_head_7,-0.18994,0.18994,0.00384
ecs_prompt_final_layer_per_head_layer_6_head_21,-0.18994,0.18994,0.00384
ecs_final_layer_per_head_layer_26_head_11,-0.18990,0.18990,0.00385
cas_alt_vs_current_layer_per_head_layer_14_head_13,0.18985,0.18985,0.00385
cas_alt_vs_final_layer_per_head_layer_22_head_1,-0.18982,0.18982,0.00386
cas_alt_vs_final_layer_per_head_layer_26_head_6,-0.18981,0.18981,0.00386
ecs_final_layer_per_head_layer_5_head_20,-0.18980,0.18980,0.00386
cas_alt_vs_final_layer_per_head_layer_8_head_5,-0.18980,0.18980,0.00386
ecs_prompt_final_layer_per_head_layer_21_head_16,-0.18976,0.18976,0.00387
cas_alt_vs_final_layer_per_head_layer_7_head_22,-0.18970,0.18970,0.00388
ecs_prompt_final_layer_per_head_layer_20_head_5,-0.18966,0.18966,0.00389
ecs_prompt_final_layer_per_head_layer_14_head_13,-0.18965,0.18965,0.00389
cas_alt_vs_final_layer_per_head_layer_8_head_13,-0.18963,0.18963,0.00390
cas_alt_vs_final_layer_per_head_layer_21_head_23,-0.18954,0.18954,0.00391
ecs_prompt_final_layer_per_head_layer_19_head_23,-0.18953,0.18953,0.00391
ecs_final_layer_per_head_layer_10_head_15,-0.18951,0.18951,0.00392
ecs_prompt_final_layer_per_head_layer_26_head_11,-0.18951,0.18951,0.00392
cas_alt_vs_current_layer_per_head_layer_18_head_7,0.18951,0.18951,0.00392
ecs_prompt_final_layer_per_head_layer_18_head_18,-0.18950,0.18950,0.00392
ecs_final_layer_per_head_layer_26_head_9,-0.18947,0.18947,0.00393
ecs_final_layer_per_head_layer_22_head_23,-0.18942,0.18942,0.00394
cas_alt_vs_final_layer_per_head_layer_5_head_2,-0.18941,0.18941,0.00394
ecs_prompt_specific_layer_per_head_layer_26_head_3,-0.18940,0.18940,0.00394
cas_alt_vs_current_layer_per_head_layer_11_head_17,0.18936,0.18936,0.00395
ecs_final_layer_per_head_layer_0_head_0,-0.18930,0.18930,0.00396
ecs_prompt_final_layer_per_head_layer_20_head_3,-0.18927,0.18927,0.00397
cas_alt_vs_final_layer_per_head_layer_6_head_14,-0.18927,0.18927,0.00397
ecs_prompt_final_layer_per_head_layer_15_head_3,-0.18920,0.18920,0.00398
bos_attention_proportion_per_head_layer_21_head_10,-0.18919,0.18919,0.00398
ecs_prompt_final_layer_per_head_layer_20_head_22,-0.18919,0.18919,0.00398
cas_alt_vs_final_layer_per_head_layer_3_head_1,-0.18911,0.18911,0.00400
cas_alt_vs_final_layer_per_head_layer_1_head_14,-0.18908,0.18908,0.00400
ecs_final_layer_per_head_layer_4_head_2,-0.18905,0.18905,0.00401
cas_alt_vs_final_layer_per_head_layer_7_head_19,-0.18905,0.18905,0.00401
cas_alt_vs_final_layer_per_head_layer_25_head_18,-0.18904,0.18904,0.00401
ecs_final_layer_per_head_layer_5_head_23,-0.18901,0.18901,0.00402
cos_sim_input_pre_ffn_per_layer_layer_12,0.18900,0.18900,0.00402
cas_alt_vs_final_layer_per_head_layer_2_head_10,-0.18893,0.18893,0.00403
ecs_final_layer_per_head_layer_0_head_21,-0.18887,0.18887,0.00404
ecs_final_layer_per_head_layer_7_head_16,-0.18877,0.18877,0.00406
ecs_final_layer_per_head_layer_21_head_12,-0.18876,0.18876,0.00407
ecs_prompt_final_layer_per_head_layer_4_head_23,-0.18876,0.18876,0.00407
ecs_final_layer_per_head_layer_5_head_15,-0.18873,0.18873,0.00407
ecs_final_layer_per_head_layer_23_head_22,-0.18870,0.18870,0.00408
ecs_final_layer_per_head_layer_12_head_23,-0.18861,0.18861,0.00410
ecs_final_layer_per_head_layer_16_head_9,-0.18857,0.18857,0.00410
cas_alt_vs_final_layer_per_head_layer_7_head_23,-0.18855,0.18855,0.00411
cas_alt_vs_final_layer_per_head_layer_1_head_21,-0.18848,0.18848,0.00412
cas_alt_vs_final_layer_per_head_layer_22_head_18,-0.18847,0.18847,0.00413
cas_alt_vs_current_layer_per_head_layer_11_head_9,0.18846,0.18846,0.00413
ecs_final_layer_per_head_layer_3_head_20,-0.18837,0.18837,0.00414
ecs_final_layer_per_head_layer_15_head_10,-0.18837,0.18837,0.00415
ecs_final_layer_per_head_layer_19_head_22,-0.18830,0.18830,0.00416
cas_alt_vs_final_layer_per_head_layer_13_head_17,-0.18826,0.18826,0.00417
ecs_final_layer_per_head_layer_19_head_10,-0.18823,0.18823,0.00417
cas_alt_vs_final_layer_per_head_layer_13_head_15,-0.18818,0.18818,0.00418
cas_alt_vs_final_layer_per_head_layer_4_head_10,-0.18817,0.18817,0.00419
cas_alt_vs_final_layer_per_head_layer_5_head_15,-0.18813,0.18813,0.00419
cas_alt_vs_final_layer_per_head_layer_3_head_5,-0.18810,0.18810,0.00420
cas_alt_vs_current_layer_per_head_layer_14_head_10,0.18807,0.18807,0.00421
ecs_prompt_specific_layer_per_head_layer_3_head_9,0.18806,0.18806,0.00421
ecs_final_layer_per_head_layer_4_head_1,-0.18798,0.18798,0.00422
cas_alt_vs_final_layer_per_head_layer_2_head_4,-0.18795,0.18795,0.00423
cas_alt_vs_current_layer_per_head_layer_11_head_8,0.18793,0.18793,0.00423
cas_vs_current_layer_per_head_layer_1_head_18,-0.18789,0.18789,0.00424
ecs_final_layer_per_head_layer_14_head_21,-0.18785,0.18785,0.00425
ecs_final_layer_per_head_layer_21_head_13,-0.18781,0.18781,0.00426
ecs_final_layer_per_head_layer_17_head_11,-0.18777,0.18777,0.00427
ecs_prompt_final_layer_per_head_layer_15_head_23,-0.18776,0.18776,0.00427
cas_alt_vs_final_layer_per_head_layer_21_head_22,-0.18773,0.18773,0.00428
cas_alt_vs_final_layer_per_head_layer_23_head_11,-0.18770,0.18770,0.00428
cas_alt_vs_final_layer_per_head_layer_14_head_14,-0.18767,0.18767,0.00429
ecs_specific_layer_per_head_layer_27_head_15,-0.18764,0.18764,0.00430
ecs_final_layer_per_head_layer_27_head_15,-0.18764,0.18764,0.00430
ecs_final_layer_per_head_layer_14_head_23,-0.18761,0.18761,0.00430
ecs_final_layer_per_head_layer_20_head_11,-0.18761,0.18761,0.00430
ecs_final_layer_per_head_layer_21_head_4,-0.18759,0.18759,0.00431
v_ffn_norm_per_layer_layer_10,-0.18756,0.18756,0.00431
ecs_final_layer_per_head_layer_9_head_13,-0.18755,0.18755,0.00431
cas_alt_vs_final_layer_per_head_layer_1_head_9,-0.18754,0.18754,0.00432
cas_alt_vs_current_layer_per_head_layer_27_head_17,-0.18751,0.18751,0.00432
cas_alt_vs_final_layer_per_head_layer_27_head_17,-0.18751,0.18751,0.00432
cas_alt_vs_final_layer_per_head_layer_4_head_1,-0.18750,0.18750,0.00432
ecs_final_layer_per_head_layer_14_head_19,-0.18750,0.18750,0.00432
cas_alt_vs_final_layer_per_head_layer_2_head_1,-0.18747,0.18747,0.00433
cas_alt_vs_final_layer_per_head_layer_19_head_18,-0.18746,0.18746,0.00433
ecs_final_layer_per_head_layer_6_head_5,-0.18746,0.18746,0.00433
ecs_final_layer_per_head_layer_16_head_14,-0.18744,0.18744,0.00434
ecs_final_layer_per_head_layer_3_head_18,-0.18742,0.18742,0.00434
ecs_final_layer_per_head_layer_1_head_21,-0.18742,0.18742,0.00434
ecs_final_layer_per_head_layer_17_head_18,-0.18736,0.18736,0.00435
ecs_final_layer_per_head_layer_5_head_19,-0.18729,0.18729,0.00437
cas_alt_vs_final_layer_per_head_layer_2_head_14,-0.18725,0.18725,0.00438
cas_alt_vs_current_layer_per_head_layer_2_head_22,0.18724,0.18724,0.00438
ecs_prompt_final_layer_per_head_layer_12_head_13,-0.18721,0.18721,0.00439
ecs_final_layer_per_head_layer_4_head_4,-0.18713,0.18713,0.00440
cas_alt_vs_final_layer_per_head_layer_17_head_17,-0.18713,0.18713,0.00440
ecs_prompt_final_layer_per_head_layer_1_head_22,-0.18712,0.18712,0.00441
ecs_final_layer_per_head_layer_22_head_20,-0.18706,0.18706,0.00442
cas_alt_vs_final_layer_per_head_layer_18_head_18,-0.18704,0.18704,0.00442
ecs_final_layer_per_head_layer_11_head_1,-0.18703,0.18703,0.00443
cas_alt_vs_final_layer_per_head_layer_25_head_3,-0.18700,0.18700,0.00443
cas_alt_vs_final_layer_per_head_layer_21_head_4,-0.18699,0.18699,0.00443
ecs_prompt_final_layer_per_head_layer_11_head_14,-0.18693,0.18693,0.00445
ecs_final_layer_per_head_layer_3_head_16,-0.18692,0.18692,0.00445
ecs_final_layer_per_head_layer_14_head_15,-0.18691,0.18691,0.00445
ecs_final_layer_per_head_layer_6_head_12,-0.18689,0.18689,0.00446
cas_alt_vs_final_layer_per_head_layer_3_head_4,-0.18689,0.18689,0.00446
cas_alt_vs_final_layer_per_head_layer_21_head_14,-0.18686,0.18686,0.00446
cas_alt_vs_final_layer_per_head_layer_12_head_11,-0.18676,0.18676,0.00448
ecs_final_layer_per_head_layer_3_head_0,-0.18674,0.18674,0.00449
ecs_final_layer_per_head_layer_1_head_19,-0.18671,0.18671,0.00449
ecs_final_layer_per_head_layer_9_head_4,-0.18667,0.18667,0.00450
ecs_final_layer_per_head_layer_15_head_3,-0.18664,0.18664,0.00451
ecs_final_layer_per_head_layer_7_head_10,-0.18662,0.18662,0.00451
ecs_final_layer_per_head_layer_5_head_6,-0.18661,0.18661,0.00452
ecs_prompt_specific_layer_per_head_layer_3_head_1,0.18656,0.18656,0.00453
ecs_prompt_final_layer_per_head_layer_14_head_17,-0.18649,0.18649,0.00454
cas_alt_vs_current_layer_per_head_layer_14_head_8,0.18649,0.18649,0.00454
ecs_final_layer_per_head_layer_1_head_9,-0.18647,0.18647,0.00455
ecs_final_layer_per_head_layer_8_head_16,-0.18645,0.18645,0.00455
ecs_prompt_final_layer_per_head_layer_12_head_7,-0.18644,0.18644,0.00455
cas_alt_vs_final_layer_per_head_layer_20_head_22,-0.18641,0.18641,0.00456
